dr,time,weather,temp,w_spid,p
24март2019,06:00,пасмурно,-0°,1 м/с,759
24март2019,09:00,пасмурно,-2°,1 м/с,759
24март2019,12:00,пасмурно,+0°,2 м/с,758
24март2019,15:00,малооблачно,+3°,3 м/с,756
24март2019,18:00,пасмурно,+2°,3 м/с,755
24март2019,21:00,пасмурно,+1°,1 м/с,753
24март2019,24:00,пасмурно,+0°,2 м/с,751
23март2019,00:00,пасмурно,-2°,1 м/с,755
23март2019,03:00,пасмурно,-2°,2 м/с,755
23март2019,06:00,пасмурно,-1°,3 м/с,756
23март2019,09:00,пасмурно,+1°,4 м/с,757
23март2019,12:00,пасмурно,+1°,4 м/с,758
23март2019,15:00,пасмурно,+1°,2 м/с,759
23март2019,18:00,пасмурно,+1°,2 м/с,759
23март2019,21:00,пасмурно,+1°,"<td><span class=""p"">760</span><span>мм рт.ст.</span></td>",760
23март2019,24:00,пасмурно,+1°,2 м/с,760
22март2019,00:00,малооблачно,-1°,"<td><span class=""p"">757</span><span>мм рт.ст.</span></td>",757
22март2019,03:00,пасмурно,-2°,1 м/с,757
22март2019,06:00,пасмурно,-2°,1 м/с,756
22март2019,09:00,пасмурно,+0°,1 м/с,755
22март2019,12:00,пасмурно,+2°,1 м/с,755
22март2019,15:00,пасмурно,+3°,2 м/с,754
22март2019,18:00,малооблачно,+1°,1 м/с,754
22март2019,21:00,пасмурно,-2°,2 м/с,755
22март2019,24:00,пасмурно,-2°,1 м/с,755
21март2019,00:00,пасмурно,+2°,2 м/с,760
21март2019,03:00,пасмурно,+1°,2 м/с,759
21март2019,06:00,пасмурно,+1°,"<td><span class=""p"">759</span><span>мм рт.ст.</span></td>",759
21март2019,09:00,пасмурно,+1°,1 м/с,759
21март2019,12:00,малооблачно,+5°,1 м/с,759
21март2019,15:00,пасмурно,+5°,2 м/с,758
21март2019,18:00,пасмурно,+3°,1 м/с,758
21март2019,21:00,пасмурно,+1°,1 м/с,758
21март2019,24:00,малооблачно,-1°,"<td><span class=""p"">757</span><span>мм рт.ст.</span></td>",757
20март2019,00:00,ясно,+0°,1 м/с,763
20март2019,03:00,облачно,-1°,1 м/с,762
20март2019,06:00,пасмурно,+0°,1 м/с,762
20март2019,09:00,пасмурно,+4°,"<td><span class=""p"">762</span><span>мм рт.ст.</span></td>",762
20март2019,12:00,пасмурно,+6°,2 м/с,761
20март2019,15:00,пасмурно,+5°,3 м/с,761
20март2019,18:00,пасмурно,+3°,1 м/с,760
20март2019,21:00,пасмурно,+2°,2 м/с,760
20март2019,24:00,пасмурно,+2°,2 м/с,760
19март2019,00:00,ясно,-3°,"<td><span class=""p"">765</span><span>мм рт.ст.</span></td>",765
19март2019,03:00,ясно,-4°,"<td><span class=""p"">765</span><span>мм рт.ст.</span></td>",765
19март2019,06:00,малооблачно,-4°,1 м/с,765
19март2019,09:00,малооблачно,-0°,2 м/с,765
19март2019,12:00,малооблачно,+4°,2 м/с,764
19март2019,15:00,малооблачно,+6°,2 м/с,764
19март2019,18:00,малооблачно,+3°,1 м/с,764
19март2019,21:00,ясно,+1°,2 м/с,764
19март2019,24:00,ясно,+0°,1 м/с,763
18март2019,00:00,пасмурно,+0°,1 м/с,761
18март2019,03:00,пасмурно,-0°,2 м/с,762
18март2019,06:00,пасмурно,-1°,1 м/с,763
18март2019,09:00,пасмурно,-1°,2 м/с,764
18март2019,12:00,пасмурно,+1°,1 м/с,764
18март2019,15:00,малооблачно,+3°,1 м/с,764
18март2019,18:00,ясно,+2°,"<td><span class=""p"">764</span><span>мм рт.ст.</span></td>",764
18март2019,21:00,ясно,-1°,"<td><span class=""p"">765</span><span>мм рт.ст.</span></td>",765
18март2019,24:00,ясно,-3°,"<td><span class=""p"">765</span><span>мм рт.ст.</span></td>",765
17март2019,00:00,пасмурно,-3°,2 м/с,758
17март2019,03:00,пасмурно,-4°,2 м/с,757
17март2019,06:00,пасмурно,-4°,2 м/с,758
17март2019,09:00,пасмурно,-3°,2 м/с,758
17март2019,12:00,пасмурно,-1°,2 м/с,759
17март2019,15:00,пасмурно,+1°,2 м/с,759
17март2019,18:00,пасмурно,+1°,1 м/с,760
17март2019,21:00,пасмурно,+1°,1 м/с,761
17март2019,24:00,пасмурно,+0°,1 м/с,761
16март2019,00:00,малооблачно,-5°,1 м/с,761
16март2019,03:00,малооблачно,-6°,1 м/с,761
16март2019,06:00,пасмурно,-7°,2 м/с,761
16март2019,09:00,малооблачно,-5°,2 м/с,760
16март2019,12:00,пасмурно,-3°,3 м/с,760
16март2019,15:00,пасмурно,-2°,2 м/с,759
16март2019,18:00,пасмурно,-3°,2 м/с,759
16март2019,21:00,пасмурно,-3°,2 м/с,758
16март2019,24:00,пасмурно,-3°,2 м/с,758
15март2019,00:00,ясно,-6°,1 м/с,758
15март2019,03:00,пасмурно,-6°,1 м/с,759
15март2019,06:00,пасмурно,-5°,1 м/с,760
15март2019,09:00,пасмурно,-3°,2 м/с,761
15март2019,12:00,ясно,+1°,2 м/с,761
15март2019,15:00,малооблачно,+1°,3 м/с,761
15март2019,18:00,ясно,-1°,1 м/с,761
15март2019,21:00,малооблачно,-4°,1 м/с,761
15март2019,24:00,малооблачно,-5°,1 м/с,761
14март2019,00:00,пасмурно,-2°,1 м/с,752
14март2019,03:00,пасмурно,-3°,1 м/с,752
14март2019,06:00,пасмурно,-3°,1 м/с,753
14март2019,09:00,пасмурно,-3°,2 м/с,754
14март2019,12:00,пасмурно,-1°,1 м/с,754
14март2019,15:00,пасмурно,+1°,2 м/с,755
14март2019,18:00,ясно,-1°,1 м/с,756
14март2019,21:00,ясно,-4°,1 м/с,757
14март2019,24:00,ясно,-6°,1 м/с,758
13март2019,00:00,ясно,-2°,1 м/с,750
13март2019,03:00,пасмурно,-3°,1 м/с,751
13март2019,06:00,пасмурно,-3°,1 м/с,752
13март2019,09:00,малооблачно,-1°,1 м/с,753
13март2019,12:00,ясно,+1°,3 м/с,753
13март2019,15:00,облачно,+1°,2 м/с,753
13март2019,18:00,пасмурно,-1°,1 м/с,753
13март2019,21:00,пасмурно,-1°,1 м/с,753
13март2019,24:00,пасмурно,-2°,1 м/с,752
12март2019,00:00,пасмурно,+1°,1 м/с,739
12март2019,03:00,пасмурно,+1°,2 м/с,740
12март2019,06:00,пасмурно,+1°,2 м/с,741
12март2019,09:00,пасмурно,+1°,"<td><span class=""p"">741</span><span>мм рт.ст.</span></td>",741
12март2019,12:00,пасмурно,+1°,2 м/с,741
12март2019,15:00,пасмурно,+1°,2 м/с,741
12март2019,18:00,пасмурно,-0°,5 м/с,744
12март2019,21:00,ясно,-1°,4 м/с,747
12март2019,24:00,ясно,-2°,1 м/с,750
11март2019,00:00,пасмурно,+1°,1 м/с,747
11март2019,03:00,пасмурно,+1°,1 м/с,747
11март2019,06:00,пасмурно,+0°,1 м/с,746
11март2019,09:00,пасмурно,+2°,3 м/с,742
11март2019,12:00,пасмурно,+2°,3 м/с,743
11март2019,15:00,пасмурно,+1°,2 м/с,741
11март2019,18:00,пасмурно,+1°,2 м/с,739
11март2019,21:00,пасмурно,+1°,1 м/с,739
11март2019,24:00,пасмурно,+1°,1 м/с,739
10март2019,00:00,пасмурно,+2°,2 м/с,750
10март2019,03:00,пасмурно,+2°,2 м/с,750
10март2019,06:00,ясно,-0°,1 м/с,751
10март2019,09:00,малооблачно,+2°,"<td><span class=""p"">752</span><span>мм рт.ст.</span></td>",752
10март2019,12:00,ясно,+4°,2 м/с,752
10март2019,15:00,ясно,+4°,3 м/с,751
10март2019,18:00,пасмурно,+2°,2 м/с,749
10март2019,21:00,пасмурно,+1°,3 м/с,748
10март2019,24:00,пасмурно,+1°,1 м/с,747
9март2019,00:00,пасмурно,-6°,2 м/с,758
9март2019,03:00,пасмурно,-6°,3 м/с,756
9март2019,06:00,пасмурно,-5°,2 м/с,754
9март2019,09:00,пасмурно,-3°,3 м/с,753
9март2019,12:00,пасмурно,-2°,2 м/с,751
9март2019,15:00,пасмурно,+0°,2 м/с,750
9март2019,18:00,пасмурно,+1°,1 м/с,749
9март2019,21:00,пасмурно,+3°,2 м/с,749
9март2019,24:00,пасмурно,+2°,2 м/с,750
8март2019,00:00,пасмурно,-5°,3 м/с,763
8март2019,03:00,пасмурно,-5°,4 м/с,764
8март2019,06:00,пасмурно,-5°,4 м/с,764
8март2019,09:00,пасмурно,-4°,1 м/с,764
8март2019,12:00,малооблачно,-1°,2 м/с,763
8март2019,15:00,малооблачно,-2°,3 м/с,762
8март2019,18:00,пасмурно,-4°,3 м/с,761
8март2019,21:00,пасмурно,-5°,3 м/с,759
8март2019,24:00,пасмурно,-6°,2 м/с,758
7март2019,00:00,пасмурно,-5°,4 м/с,748
7март2019,03:00,малооблачно,-7°,4 м/с,752
7март2019,06:00,ясно,-9°,3 м/с,756
7март2019,09:00,ясно,-9°,3 м/с,759
7март2019,12:00,ясно,-6°,4 м/с,760
7март2019,15:00,ясно,-4°,3 м/с,762
7март2019,18:00,ясно,-5°,3 м/с,763
7март2019,21:00,ясно,-5°,3 м/с,763
7март2019,24:00,пасмурно,-5°,3 м/с,763
6март2019,00:00,пасмурно,+1°,2 м/с,740
6март2019,03:00,пасмурно,+1°,2 м/с,738
6март2019,06:00,пасмурно,+0°,1 м/с,737
6март2019,09:00,пасмурно,+2°,2 м/с,737
6март2019,12:00,пасмурно,+2°,3 м/с,738
6март2019,15:00,пасмурно,+3°,5 м/с,739
6март2019,18:00,пасмурно,+3°,5 м/с,740
6март2019,21:00,пасмурно,-2°,6 м/с,744
6март2019,24:00,пасмурно,-5°,4 м/с,748
5март2019,00:00,пасмурно,-6°,1 м/с,745
5март2019,03:00,облачно,-8°,1 м/с,746
5март2019,06:00,облачно,-8°,1 м/с,747
5март2019,09:00,пасмурно,-6°,2 м/с,747
5март2019,12:00,пасмурно,-5°,3 м/с,746
5март2019,15:00,пасмурно,-2°,3 м/с,746
5март2019,18:00,пасмурно,-3°,4 м/с,744
5март2019,21:00,пасмурно,-2°,3 м/с,742
5март2019,24:00,пасмурно,+1°,2 м/с,740
4март2019,00:00,пасмурно,-7°,3 м/с,739
4март2019,03:00,пасмурно,-8°,2 м/с,739
4март2019,06:00,пасмурно,-8°,1 м/с,739
4март2019,09:00,пасмурно,-7°,2 м/с,741
4март2019,12:00,пасмурно,-4°,3 м/с,742
4март2019,15:00,пасмурно,-4°,2 м/с,743
4март2019,18:00,пасмурно,-5°,1 м/с,744
4март2019,21:00,пасмурно,-6°,1 м/с,745
4март2019,24:00,пасмурно,-6°,1 м/с,745
3март2019,00:00,малооблачно,-9°,3 м/с,742
3март2019,03:00,ясно,-11°,2 м/с,743
3март2019,06:00,ясно,-13°,3 м/с,744
3март2019,09:00,ясно,-13°,3 м/с,745
3март2019,12:00,ясно,-8°,3 м/с,745
3март2019,15:00,малооблачно,-6°,2 м/с,744
3март2019,18:00,пасмурно,-9°,1 м/с,742
3март2019,21:00,пасмурно,-8°,1 м/с,740
3март2019,24:00,пасмурно,-7°,3 м/с,739
2март2019,00:00,пасмурно,-2°,2 м/с,736
2март2019,03:00,пасмурно,-3°,1 м/с,736
2март2019,06:00,пасмурно,-5°,3 м/с,736
2март2019,09:00,пасмурно,-6°,3 м/с,737
2март2019,12:00,пасмурно,-6°,3 м/с,738
2март2019,15:00,пасмурно,-6°,2 м/с,739
2март2019,18:00,пасмурно,-7°,3 м/с,740
2март2019,21:00,малооблачно,-9°,3 м/с,742
2март2019,24:00,малооблачно,-9°,3 м/с,742
1март2019,00:00,пасмурно,-2°,1 м/с,734
1март2019,03:00,пасмурно,-3°,1 м/с,734
1март2019,06:00,пасмурно,-3°,1 м/с,734
1март2019,09:00,пасмурно,-2°,1 м/с,734
1март2019,12:00,пасмурно,-1°,1 м/с,735
1март2019,15:00,пасмурно,-1°,2 м/с,735
1март2019,18:00,пасмурно,-1°,1 м/с,735
1март2019,21:00,пасмурно,-2°,1 м/с,736
1март2019,24:00,пасмурно,-2°,2 м/с,736
28февраль2019,00:00,пасмурно,-5°,1 м/с,744
28февраль2019,03:00,пасмурно,-4°,1 м/с,742
28февраль2019,06:00,пасмурно,-4°,2 м/с,740
28февраль2019,09:00,пасмурно,-4°,2 м/с,739
28февраль2019,12:00,пасмурно,-2°,3 м/с,737
28февраль2019,15:00,пасмурно,-1°,2 м/с,736
28февраль2019,18:00,пасмурно,-2°,1 м/с,735
28февраль2019,21:00,пасмурно,-2°,2 м/с,734
28февраль2019,24:00,пасмурно,-2°,1 м/с,734
27февраль2019,00:00,пасмурно,-6°,1 м/с,748
27февраль2019,03:00,пасмурно,-7°,1 м/с,749
27февраль2019,06:00,пасмурно,-7°,1 м/с,749
27февраль2019,09:00,пасмурно,-5°,1 м/с,750
27февраль2019,12:00,пасмурно,-4°,2 м/с,749
27февраль2019,15:00,пасмурно,-3°,2 м/с,748
27февраль2019,18:00,пасмурно,-3°,2 м/с,747
27февраль2019,21:00,пасмурно,-4°,"<td><span class=""p"">746</span><span>мм рт.ст.</span></td>",746
27февраль2019,24:00,пасмурно,-5°,1 м/с,744
26февраль2019,00:00,пасмурно,-7°,3 м/с,746
26февраль2019,03:00,пасмурно,-7°,3 м/с,745
26февраль2019,06:00,пасмурно,-7°,2 м/с,744
26февраль2019,09:00,пасмурно,-7°,2 м/с,744
26февраль2019,12:00,пасмурно,-6°,2 м/с,745
26февраль2019,15:00,пасмурно,-5°,1 м/с,745
26февраль2019,18:00,пасмурно,-5°,1 м/с,747
26февраль2019,21:00,пасмурно,-6°,1 м/с,748
26февраль2019,24:00,пасмурно,-6°,1 м/с,748
25февраль2019,00:00,пасмурно,-8°,1 м/с,757
25февраль2019,03:00,пасмурно,-9°,1 м/с,756
25февраль2019,06:00,пасмурно,-9°,1 м/с,754
25февраль2019,09:00,пасмурно,-8°,1 м/с,753
25февраль2019,12:00,пасмурно,-6°,1 м/с,751
25февраль2019,15:00,пасмурно,-6°,2 м/с,749
25февраль2019,18:00,пасмурно,-6°,2 м/с,748
25февраль2019,21:00,пасмурно,-6°,2 м/с,747
25февраль2019,24:00,пасмурно,-7°,3 м/с,746
24февраль2019,00:00,ясно,-15°,1 м/с,763
24февраль2019,03:00,ясно,-15°,2 м/с,762
24февраль2019,06:00,малооблачно,-15°,"<td><span class=""p"">762</span><span>мм рт.ст.</span></td>",762
24февраль2019,09:00,пасмурно,-12°,1 м/с,761
24февраль2019,12:00,пасмурно,-9°,2 м/с,760
24февраль2019,15:00,пасмурно,-9°,2 м/с,759
24февраль2019,18:00,пасмурно,-8°,2 м/с,759
24февраль2019,21:00,пасмурно,-8°,2 м/с,758
24февраль2019,24:00,пасмурно,-8°,1 м/с,757
23февраль2019,00:00,пасмурно,-7°,2 м/с,753
23февраль2019,03:00,пасмурно,-9°,3 м/с,755
23февраль2019,06:00,пасмурно,-10°,3 м/с,757
23февраль2019,09:00,пасмурно,-12°,3 м/с,759
23февраль2019,12:00,пасмурно,-11°,4 м/с,761
23февраль2019,15:00,пасмурно,-10°,3 м/с,761
23февраль2019,18:00,ясно,-12°,2 м/с,762
23февраль2019,21:00,ясно,-14°,1 м/с,763
23февраль2019,24:00,ясно,-15°,1 м/с,763
22февраль2019,00:00,пасмурно,-3°,2 м/с,744
22февраль2019,03:00,пасмурно,-3°,2 м/с,743
22февраль2019,06:00,пасмурно,-2°,3 м/с,743
22февраль2019,09:00,пасмурно,-0°,2 м/с,743
22февраль2019,12:00,пасмурно,+1°,1 м/с,744
22февраль2019,15:00,пасмурно,-2°,3 м/с,746
22февраль2019,18:00,пасмурно,-3°,3 м/с,748
22февраль2019,21:00,пасмурно,-4°,2 м/с,750
22февраль2019,24:00,пасмурно,-7°,2 м/с,753
21февраль2019,00:00,пасмурно,-1°,5 м/с,745
21февраль2019,03:00,пасмурно,-2°,1 м/с,745
21февраль2019,06:00,пасмурно,-2°,1 м/с,745
21февраль2019,09:00,пасмурно,-2°,1 м/с,745
21февраль2019,12:00,пасмурно,-1°,2 м/с,744
21февраль2019,15:00,пасмурно,-1°,2 м/с,744
21февраль2019,18:00,пасмурно,-1°,3 м/с,745
21февраль2019,21:00,пасмурно,-3°,4 м/с,745
21февраль2019,24:00,пасмурно,-3°,2 м/с,744
20февраль2019,00:00,пасмурно,-9°,"<td><span class=""p"">751</span><span>мм рт.ст.</span></td>",751
20февраль2019,03:00,пасмурно,-8°,1 м/с,751
20февраль2019,06:00,пасмурно,-7°,1 м/с,750
20февраль2019,09:00,пасмурно,-5°,1 м/с,749
20февраль2019,12:00,ясно,-2°,2 м/с,748
20февраль2019,15:00,пасмурно,-3°,2 м/с,747
20февраль2019,18:00,пасмурно,-2°,2 м/с,746
20февраль2019,21:00,пасмурно,-1°,3 м/с,746
20февраль2019,24:00,пасмурно,-1°,5 м/с,745
19февраль2019,00:00,пасмурно,-9°,4 м/с,749
19февраль2019,03:00,ясно,-11°,4 м/с,751
19февраль2019,06:00,ясно,-12°,4 м/с,753
19февраль2019,09:00,ясно,-12°,3 м/с,755
19февраль2019,12:00,ясно,-9°,2 м/с,755
19февраль2019,15:00,облачно,-8°,2 м/с,754
19февраль2019,18:00,пасмурно,-9°,2 м/с,753
19февраль2019,21:00,пасмурно,-9°,1 м/с,752
19февраль2019,24:00,пасмурно,-9°,"<td><span class=""p"">751</span><span>мм рт.ст.</span></td>",751
18февраль2019,00:00,пасмурно,-1°,3 м/с,733
18февраль2019,03:00,пасмурно,-1°,2 м/с,733
18февраль2019,06:00,пасмурно,-1°,3 м/с,733
18февраль2019,09:00,пасмурно,-1°,3 м/с,735
18февраль2019,12:00,пасмурно,-2°,4 м/с,738
18февраль2019,15:00,пасмурно,-4°,5 м/с,741
18февраль2019,18:00,пасмурно,-6°,4 м/с,745
18февраль2019,21:00,пасмурно,-7°,5 м/с,747
18февраль2019,24:00,пасмурно,-9°,4 м/с,749
17февраль2019,00:00,пасмурно,-1°,2 м/с,748
17февраль2019,03:00,пасмурно,-2°,1 м/с,747
17февраль2019,06:00,ясно,-6°,1 м/с,745
17февраль2019,09:00,пасмурно,-4°,2 м/с,743
17февраль2019,12:00,пасмурно,-1°,1 м/с,739
17февраль2019,15:00,пасмурно,-1°,3 м/с,736
17февраль2019,18:00,пасмурно,-2°,2 м/с,734
17февраль2019,21:00,пасмурно,-1°,3 м/с,733
17февраль2019,24:00,пасмурно,-1°,3 м/с,733
16февраль2019,00:00,пасмурно,-1°,1 м/с,743
16февраль2019,03:00,пасмурно,+0°,2 м/с,743
16февраль2019,06:00,пасмурно,+0°,2 м/с,743
16февраль2019,09:00,пасмурно,+1°,2 м/с,744
16февраль2019,12:00,пасмурно,+1°,3 м/с,744
16февраль2019,15:00,пасмурно,+1°,2 м/с,744
16февраль2019,18:00,пасмурно,+1°,2 м/с,746
16февраль2019,21:00,пасмурно,-1°,2 м/с,747
16февраль2019,24:00,пасмурно,-1°,2 м/с,748
15февраль2019,00:00,пасмурно,-5°,3 м/с,760
15февраль2019,03:00,пасмурно,-6°,3 м/с,760
15февраль2019,06:00,пасмурно,-7°,3 м/с,759
15февраль2019,09:00,пасмурно,-7°,2 м/с,757
15февраль2019,12:00,пасмурно,-5°,2 м/с,754
15февраль2019,15:00,пасмурно,-5°,2 м/с,749
15февраль2019,18:00,пасмурно,-4°,4 м/с,746
15февраль2019,21:00,пасмурно,-3°,2 м/с,744
15февраль2019,24:00,пасмурно,-1°,1 м/с,743
14февраль2019,00:00,пасмурно,-7°,2 м/с,757
14февраль2019,03:00,пасмурно,-7°,2 м/с,756
14февраль2019,06:00,пасмурно,-6°,2 м/с,756
14февраль2019,09:00,пасмурно,-5°,1 м/с,756
14февраль2019,12:00,пасмурно,-3°,1 м/с,756
14февраль2019,15:00,пасмурно,-2°,3 м/с,757
14февраль2019,18:00,пасмурно,-2°,3 м/с,758
14февраль2019,21:00,пасмурно,-3°,3 м/с,759
14февраль2019,24:00,пасмурно,-5°,3 м/с,760
13февраль2019,00:00,пасмурно,-8°,1 м/с,764
13февраль2019,03:00,пасмурно,-10°,2 м/с,764
13февраль2019,06:00,пасмурно,-11°,2 м/с,763
13февраль2019,09:00,пасмурно,-12°,5 м/с,763
13февраль2019,12:00,малооблачно,-11°,4 м/с,762
13февраль2019,15:00,пасмурно,-8°,4 м/с,760
13февраль2019,18:00,пасмурно,-7°,4 м/с,758
13февраль2019,21:00,пасмурно,-6°,2 м/с,757
13февраль2019,24:00,пасмурно,-7°,2 м/с,757
12февраль2019,00:00,ясно,-12°,2 м/с,764
12февраль2019,03:00,пасмурно,-11°,3 м/с,763
12февраль2019,06:00,пасмурно,-9°,2 м/с,763
12февраль2019,09:00,пасмурно,-8°,2 м/с,763
12февраль2019,12:00,пасмурно,-7°,2 м/с,764
12февраль2019,15:00,пасмурно,-7°,2 м/с,764
12февраль2019,18:00,пасмурно,-6°,1 м/с,764
12февраль2019,21:00,пасмурно,-6°,3 м/с,764
12февраль2019,24:00,пасмурно,-8°,1 м/с,764
11февраль2019,00:00,пасмурно,-10°,2 м/с,761
11февраль2019,03:00,пасмурно,-10°,2 м/с,761
11февраль2019,06:00,пасмурно,-9°,1 м/с,761
11февраль2019,09:00,пасмурно,-10°,1 м/с,762
11февраль2019,12:00,пасмурно,-9°,1 м/с,762
11февраль2019,15:00,пасмурно,-8°,1 м/с,762
11февраль2019,18:00,облачно,-8°,1 м/с,763
11февраль2019,21:00,пасмурно,-9°,2 м/с,763
11февраль2019,24:00,ясно,-12°,2 м/с,764
10февраль2019,00:00,пасмурно,-5°,3 м/с,760
10февраль2019,03:00,пасмурно,-5°,3 м/с,761
10февраль2019,06:00,пасмурно,-6°,2 м/с,761
10февраль2019,09:00,пасмурно,-7°,3 м/с,762
10февраль2019,12:00,пасмурно,-7°,2 м/с,762
10февраль2019,15:00,пасмурно,-7°,3 м/с,761
10февраль2019,18:00,пасмурно,-8°,1 м/с,761
10февраль2019,21:00,пасмурно,-10°,1 м/с,761
10февраль2019,24:00,пасмурно,-10°,2 м/с,761
9февраль2019,00:00,пасмурно,-4°,2 м/с,762
9февраль2019,03:00,пасмурно,-4°,2 м/с,762
9февраль2019,06:00,пасмурно,-5°,1 м/с,762
9февраль2019,09:00,пасмурно,-6°,1 м/с,761
9февраль2019,12:00,пасмурно,-4°,3 м/с,761
9февраль2019,15:00,пасмурно,-2°,1 м/с,760
9февраль2019,18:00,пасмурно,-3°,3 м/с,760
9февраль2019,21:00,пасмурно,-4°,4 м/с,760
9февраль2019,24:00,пасмурно,-5°,3 м/с,760
8февраль2019,00:00,малооблачно,-11°,2 м/с,756
8февраль2019,03:00,пасмурно,-11°,2 м/с,758
8февраль2019,06:00,пасмурно,-10°,2 м/с,759
8февраль2019,09:00,пасмурно,-8°,2 м/с,760
8февраль2019,12:00,пасмурно,-6°,2 м/с,761
8февраль2019,15:00,пасмурно,-4°,2 м/с,761
8февраль2019,18:00,пасмурно,-4°,2 м/с,761
8февраль2019,21:00,пасмурно,-3°,2 м/с,762
8февраль2019,24:00,пасмурно,-4°,2 м/с,762
7февраль2019,00:00,пасмурно,-12°,2 м/с,764
7февраль2019,03:00,пасмурно,-11°,3 м/с,762
7февраль2019,06:00,пасмурно,-11°,3 м/с,760
7февраль2019,09:00,пасмурно,-10°,2 м/с,758
7февраль2019,12:00,пасмурно,-9°,3 м/с,756
7февраль2019,15:00,пасмурно,-7°,2 м/с,754
7февраль2019,18:00,пасмурно,-8°,2 м/с,754
7февраль2019,21:00,пасмурно,-8°,1 м/с,755
7февраль2019,24:00,малооблачно,-11°,2 м/с,756
6февраль2019,00:00,пасмурно,-11°,1 м/с,767
6февраль2019,03:00,пасмурно,-14°,1 м/с,768
6февраль2019,06:00,ясно,-15°,1 м/с,769
6февраль2019,09:00,пасмурно,-15°,1 м/с,769
6февраль2019,12:00,пасмурно,-12°,1 м/с,769
6февраль2019,15:00,пасмурно,-11°,2 м/с,768
6февраль2019,18:00,пасмурно,-12°,2 м/с,767
6февраль2019,21:00,пасмурно,-12°,2 м/с,765
6февраль2019,24:00,пасмурно,-12°,2 м/с,764
5февраль2019,00:00,пасмурно,-21°,4 м/с,771
5февраль2019,03:00,пасмурно,-21°,3 м/с,770
5февраль2019,06:00,пасмурно,-20°,3 м/с,769
5февраль2019,09:00,пасмурно,-19°,4 м/с,767
5февраль2019,12:00,пасмурно,-18°,4 м/с,766
5февраль2019,15:00,пасмурно,-15°,3 м/с,766
5февраль2019,18:00,пасмурно,-12°,2 м/с,765
5февраль2019,21:00,пасмурно,-11°,"<td><span class=""p"">766</span><span>мм рт.ст.</span></td>",766
5февраль2019,24:00,пасмурно,-11°,1 м/с,767
4февраль2019,00:00,пасмурно,-8°,1 м/с,763
4февраль2019,03:00,пасмурно,-8°,1 м/с,762
4февраль2019,06:00,пасмурно,-8°,2 м/с,763
4февраль2019,09:00,пасмурно,-9°,2 м/с,765
4февраль2019,12:00,пасмурно,-11°,3 м/с,766
4февраль2019,15:00,пасмурно,-13°,3 м/с,768
4февраль2019,18:00,пасмурно,-15°,3 м/с,769
4февраль2019,21:00,пасмурно,-19°,5 м/с,770
4февраль2019,24:00,пасмурно,-21°,4 м/с,771
3февраль2019,00:00,пасмурно,-7°,1 м/с,763
3февраль2019,03:00,пасмурно,-8°,2 м/с,763
3февраль2019,06:00,пасмурно,-9°,1 м/с,763
3февраль2019,09:00,пасмурно,-10°,1 м/с,764
3февраль2019,12:00,пасмурно,-9°,1 м/с,764
3февраль2019,15:00,пасмурно,-9°,1 м/с,764
3февраль2019,18:00,пасмурно,-9°,2 м/с,764
3февраль2019,21:00,пасмурно,-9°,2 м/с,763
3февраль2019,24:00,пасмурно,-8°,1 м/с,763
2февраль2019,00:00,пасмурно,-10°,1 м/с,762
2февраль2019,03:00,малооблачно,-11°,2 м/с,762
2февраль2019,06:00,облачно,-12°,1 м/с,762
2февраль2019,09:00,пасмурно,-11°,1 м/с,762
2февраль2019,12:00,пасмурно,-9°,2 м/с,762
2февраль2019,15:00,пасмурно,-7°,1 м/с,762
2февраль2019,18:00,пасмурно,-8°,1 м/с,763
2февраль2019,21:00,пасмурно,-7°,1 м/с,763
2февраль2019,24:00,пасмурно,-7°,1 м/с,763
1февраль2019,00:00,облачно,-10°,2 м/с,763
1февраль2019,03:00,пасмурно,-10°,2 м/с,763
1февраль2019,06:00,облачно,-10°,1 м/с,762
1февраль2019,09:00,пасмурно,-10°,1 м/с,763
1февраль2019,12:00,пасмурно,-7°,1 м/с,762
1февраль2019,15:00,пасмурно,-8°,2 м/с,762
1февраль2019,18:00,пасмурно,-10°,2 м/с,762
1февраль2019,21:00,пасмурно,-10°,1 м/с,762
1февраль2019,24:00,пасмурно,-10°,1 м/с,762
30январь2019,00:00,пасмурно,-8°,1 м/с,760
30январь2019,03:00,пасмурно,-7°,"<td><span class=""p"">761</span><span>мм рт.ст.</span></td>",761
30январь2019,06:00,пасмурно,-7°,"<td><span class=""p"">761</span><span>мм рт.ст.</span></td>",761
30январь2019,09:00,пасмурно,-6°,"<td><span class=""p"">762</span><span>мм рт.ст.</span></td>",762
30январь2019,12:00,пасмурно,-5°,"<td><span class=""p"">762</span><span>мм рт.ст.</span></td>",762
30январь2019,15:00,облачно,-4°,1 м/с,762
30январь2019,18:00,ясно,-7°,1 м/с,763
30январь2019,21:00,малооблачно,-9°,1 м/с,763
30январь2019,24:00,малооблачно,-10°,2 м/с,763
29январь2019,00:00,пасмурно,-10°,1 м/с,761
29январь2019,03:00,пасмурно,-9°,2 м/с,760
29январь2019,06:00,пасмурно,-9°,2 м/с,759
29январь2019,09:00,пасмурно,-8°,1 м/с,759
29январь2019,12:00,пасмурно,-6°,1 м/с,759
29январь2019,15:00,пасмурно,-7°,2 м/с,759
29январь2019,18:00,пасмурно,-7°,2 м/с,760
29январь2019,21:00,пасмурно,-8°,1 м/с,760
